date,gics_sector,avg_daily_return,cumulative_return
2025-04-01,Materials,0.0056302868343486691,-0.03658397026533456
2025-04-01,Real Estate,-0.0038434851434857387,-0.0017108637923966994
2025-04-01,Utilities,0.0049961720955787447,0.073620334818659539
2025-04-02,,0.061270198930814923,-0.0666109259369211
2025-04-02,Communication Services,0.013374627242085746,0.015271677002204137
2025-04-02,Consumer Discretionary,0.027729052732455777,-0.035203371024837407
2025-04-02,Consumer Staples,-0.0019556111734231997,0.04442360141302068
2025-04-02,Energy,0.017815067669685852,0.031917779491527173
2025-04-02,Financials,0.022507021256038085,0.0061106002384114129
2025-04-02,Health Care,0.014722598551424462,0.05551475658728626
2025-04-02,Industrials,0.025424572801104224,0.0082192576197288141
2025-04-02,Information Technology,0.027814250194506281,-0.03164817624302111
2025-04-02,Materials,0.019018174179326143,-0.017565796086008421
2025-04-02,Real Estate,0.010107757614868054,0.0083968938224713557
2025-04-02,Utilities,0.0082868407053313681,0.0819071755239909
2025-04-03,,-0.063049670651889281,-0.12966059658881038
2025-04-03,Communication Services,-0.022393183789722066,-0.00712150678751793
2025-04-03,Consumer Discretionary,-0.020366941860321511,-0.055570312885158922
2025-04-03,Consumer Staples,0.000988745125540978,0.04541234653856166
2025-04-03,Energy,-0.04258309249871832,-0.01066531300719115
2025-04-03,Financials,-0.020753179684608668,-0.014642579446197256
2025-04-03,Health Care,-0.010878664913636172,0.04463609167365009
2025-04-03,Industrials,-0.024859579833148463,-0.016640322213419649
2025-04-03,Information Technology,-0.036190747332857168,-0.067838923575878271
2025-04-03,Materials,-0.018442105363587563,-0.03600790144959598
2025-04-03,Real Estate,-0.024713618534742222,-0.016316724712270868
2025-04-03,Utilities,-0.0089702421001431488,0.072936933423847758
2025-04-04,,-0.036645953501859722,-0.16630655009067011
2025-04-04,Communication Services,-0.034738542443208169,-0.0418600492307261
2025-04-04,Consumer Discretionary,0.002213727311655186,-0.053356585573503736
2025-04-04,Consumer Staples,-0.029741241856467843,0.015671104682093817
2025-04-04,Energy,-0.062591598944204963,-0.073256911951396109
2025-04-04,Financials,-0.0413915663845137,-0.056034145830710959
2025-04-04,Health Care,-0.037310777684505372,0.0073253139891447184
2025-04-04,Industrials,-0.026421304798619843,-0.043061627012039493
2025-04-04,Information Technology,-0.040312727232291269,-0.10815165080816955
2025-04-04,Materials,-0.0337706246574912,-0.06977852610708718
2025-04-04,Real Estate,-0.038568821424236358,-0.054885546136507223
2025-04-04,Utilities,-0.055187165783912508,0.017749767639935254
2025-04-07,,0.084626486268685963,-0.081680063821984131
2025-04-07,Communication Services,0.029141842297997104,-0.012718206932728996
2025-04-07,Consumer Discretionary,0.015806384784877198,-0.037550200788626538
2025-04-07,Consumer Staples,0.0081720583495799009,0.023843163031673716
2025-04-07,Energy,0.032352905639070804,-0.040904006312325304
2025-04-07,Financials,0.022657799340870935,-0.033376346489840024
2025-04-07,Health Care,0.017976859674214234,0.025302173663358952
2025-04-07,Industrials,0.017151960171346771,-0.025909666840692722
2025-04-07,Information Technology,0.050032549161453409,-0.058119101646716138
2025-04-07,Materials,0.014626269571563901,-0.055152256535523282
2025-04-07,Real Estate,-0.0021229578650381934,-0.057008504001545418
2025-04-07,Utilities,0.0047193833430867575,0.022469150983022011
2025-04-08,,-0.078978055076831519,-0.16065811889881565
2025-04-08,Communication Services,-0.041807044540268387,-0.054525251472997381
2025-04-08,Consumer Discretionary,-0.058052595338475239,-0.095602796127101777
2025-04-08,Consumer Staples,-0.036703287293540256,-0.012860124261866539
2025-04-08,Energy,-0.060174295568208941,-0.10107830188053425
2025-04-08,Financials,-0.043276069904479429,-0.076652416394319453
2025-04-08,Health Care,-0.050264151374879606,-0.024961977711520655
2025-04-08,Industrials,-0.041656070500629756,-0.067565737341322485
2025-04-08,Information Technology,-0.055959458336537517,-0.11407855998325366
2025-04-08,Materials,-0.061787170800872149,-0.11693942733639542
2025-04-08,Real Estate,-0.045324803032691277,-0.1023333070342367
2025-04-08,Utilities,-0.025315897773347206,-0.002846746790325194
2025-04-09,,0.16510614664064055,0.0044480277418248995
2025-04-09,Communication Services,0.097068590603668861,0.04254333913067148
2025-04-09,Consumer Discretionary,0.10983316776888842,0.014230371641786645
2025-04-09,Consumer Staples,0.047723345909593054,0.034863221647726518
2025-04-09,Energy,0.1176062335724981,0.016527931691963847
2025-04-09,Financials,0.104436686603204,0.027784270208884548
2025-04-09,Health Care,0.0771346986726759,0.052172720961155251
2025-04-09,Industrials,0.10228008691276157,0.034714349571439089
2025-04-09,Information Technology,0.13338470250245318,0.019306142519199532
2025-04-09,Materials,0.099856703529578372,-0.017082723806817059
2025-04-09,Real Estate,0.080648167104762636,-0.021685139929474059
2025-04-09,Utilities,0.047691416416858069,0.044844669626532878
2025-04-10,,-0.036352324075651546,-0.031904296333826646
2025-04-10,Communication Services,-0.019263893457953873,0.023279445672717607
2025-04-10,Consumer Discretionary,-0.013543794804669499,0.00068657683711714507
2025-04-10,Consumer Staples,0.00051960173418389582,0.035382823381910414
2025-04-10,Energy,-0.0365617989484847,-0.020033867256520854
2025-04-10,Financials,-0.016219380538114198,0.011564889670770351
2025-04-10,Health Care,-0.029738147896176351,0.022434573064978897
2025-04-10,Industrials,-0.009773037640237103,0.024941311931201984
2025-04-10,Information Technology,-0.021927944971287746,-0.0026218024520882136
2025-04-10,Materials,-0.014652928961935787,-0.031735652768752842
2025-04-10,Real Estate,-0.013232239673844511,-0.034917379603318574
2025-04-10,Utilities,0.001020328801858454,0.045864998428391326
2025-04-11,,0.0079861821005530291,-0.023918114233273616
2025-04-11,Communication Services,0.0069219308058799337,0.030201376478597539
2025-04-11,Consumer Discretionary,0.013019559985850923,0.013706136822968069
2025-04-11,Consumer Staples,0.013081135460552205,0.048463958842462615
2025-04-11,Energy,0.025128943495815962,0.0050950762392951094
2025-04-11,Financials,0.019904721309842475,0.031469610980612829
2025-04-11,Health Care,0.013924773541137386,0.036359346606116283
2025-04-11,Industrials,0.021377842097055795,0.046319154028257779
2025-04-11,Information Technology,0.020147136001624075,0.017525333549535862
2025-04-11,Materials,0.031635004819169955,-0.00010064794958288884
2025-04-11,Real Estate,0.01866823464824097,-0.0162491449550776
2025-04-11,Utilities,0.013558525002968535,0.059423523431359863
2025-04-14,,-0.024529115975267753,-0.048447230208541373
2025-04-14,Communication Services,-0.0029230836877604154,0.027278292790837124
2025-04-14,Consumer Discretionary,-0.009037268389857,0.0046688684331110683
2025-04-14,Consumer Staples,0.01063959921357348,0.059103558056036093
2025-04-14,Energy,-0.019180061977380636,-0.014084985738085528
2025-04-14,Financials,-0.0025131549973330643,0.028956455983279762
2025-04-14,Health Care,0.00412883002111893,0.040488176627235216
2025-04-14,Industrials,-0.00302732108818966,0.043291832940068123
2025-04-14,Information Technology,-0.016931756665787487,0.000593576883748375
2025-04-14,Materials,-0.0019100771739286209,-0.0020107251235115097
2025-04-14,Real Estate,0.013668545738280804,-0.0025805992167967974
2025-04-14,Utilities,0.010668458386152459,0.070091981817512319
2025-04-15,,0.0082303124565894867,-0.040216917751951881
2025-04-15,Communication Services,0.002568685619116213,0.029846978409953338
2025-04-15,Consumer Discretionary,-0.0044720888577954405,0.00019677957531562783
2025-04-15,Consumer Staples,-0.012858313623135508,0.046245244432900588
2025-04-15,Energy,0.0016960862919076845,-0.012388899446177843
2025-04-15,Financials,-0.0019730757129822955,0.026983380270297466
2025-04-15,Health Care,-0.011290942151279612,0.0291972344759556
2025-04-15,Industrials,-0.0037498420347950169,0.039541990905273106
2025-04-15,Information Technology,0.0036851625610176903,0.0042787394447660653
2025-04-15,Materials,-0.0067780588550736967,-0.0087887839785852073
2025-04-15,Real Estate,-0.0010255690274392716,-0.0036061682442360687
2025-04-15,Utilities,-0.0027824496463925508,0.067309532171119776
2025-04-16,,0.012532688290845329,-0.027684229461106553
2025-04-16,Communication Services,-0.018863231981469997,0.01098374642848334
2025-04-16,Consumer Discretionary,-0.012012594352799956,-0.011815814777484328
2025-04-16,Consumer Staples,-0.015302981671281904,0.030942262761618683
2025-04-16,Energy,0.0075734024400769583,-0.0048154970061008847
2025-04-16,Financials,-0.011772094294601005,0.015211285975696461
2025-04-16,Health Care,-0.011246880381443423,0.017950354094512178
2025-04-16,Industrials,-0.010477474018983232,0.029064516886289873
2025-04-16,Information Technology,-0.0013017890837869592,0.0029769503609791059
2025-04-16,Materials,-0.0077806917010679417,-0.01656947567965315
2025-04-16,Real Estate,-0.0039961648875711771,-0.0076023331318072459
2025-04-16,Utilities,-0.0094833161465657945,0.057826216024553977
2025-04-17,,-0.0028665133804176321,-0.030550742841524186
2025-04-17,Communication Services,0.0032097034935501842,0.014193449922033525
2025-04-17,Consumer Discretionary,0.0070027264202298933,-0.0048130883572544345
2025-04-17,Consumer Staples,0.018548999522890474,0.04949126228450916
2025-04-17,Energy,0.011320123851648182,0.0065046268455472974
2025-04-17,Financials,0.00020562804834306381,0.015416914024039524
2025-04-17,Health Care,0.0051136217507754562,0.023063975845287635
2025-04-17,Industrials,0.0026712531298667915,0.031735770016156663
2025-04-17,Information Technology,-0.0060413949043936765,-0.0030644445434145707
2025-04-17,Materials,0.0037535062779351343,-0.012815969401718015
2025-04-17,Real Estate,0.010111153698623965,0.0025088205668167196
2025-04-17,Utilities,0.0048252306947342664,0.06265144671928824
2025-04-21,,-0.021417646118224203,-0.051968388959748389
2025-04-21,Communication Services,-0.017097142161227451,-0.0029036922391939262
2025-04-21,Consumer Discretionary,-0.0088919484276893911,-0.013705036784943826
2025-04-21,Consumer Staples,-0.0038085275338860447,0.045682734750623115
2025-04-21,Energy,-0.015005758826642039,-0.00850113198109474
2025-04-21,Financials,-0.016828275468541643,-0.0014113614445021188
2025-04-21,Health Care,-0.016660476558966658,0.0064034992863209773
2025-04-21,Industrials,-0.013436968929800843,0.018298801086355822
2025-04-21,Information Technology,-0.0096531468560066055,-0.012717591399421175
2025-04-21,Materials,-0.01052811149101926,-0.023344080892737273
2025-04-21,Real Estate,-0.0096315446675679216,-0.0071227241007512021
2025-04-21,Utilities,-0.018028768636248166,0.044622678083040081
2025-04-22,,0.015919460432286741,-0.036048928527461652
2025-04-22,Communication Services,0.01559837467035642,0.012694682431162493
2025-04-22,Consumer Discretionary,0.018348278723520628,0.0046432419385768024
2025-04-22,Consumer Staples,0.010860903526654891,0.056543638277278006
2025-04-22,Energy,0.011700919118157821,0.00319978713706308
2025-04-22,Financials,0.019063870162702053,0.017652508718199934
2025-04-22,Health Care,0.011774042950624104,0.01817754223694508
2025-04-22,Industrials,0.012012658729206238,0.030311459815562058
2025-04-22,Information Technology,0.011455473955764413,-0.0012621174436567631
2025-04-22,Materials,0.014108303200406212,-0.0092357776923310628
2025-04-22,Real Estate,0.0079685264175139419,0.00084580231676273973
2025-04-22,Utilities,0.016229934983109633,0.060852613066149711
2025-04-23,,-0.028131660446423942,-0.0641805889738856
2025-04-23,Communication Services,-0.0026652086458186907,0.010029473785343803
2025-04-23,Consumer Discretionary,-0.015072812020519442,-0.010429570081942639
2025-04-23,Consumer Staples,-0.0066098321480114828,0.049933806129266518
2025-04-23,Energy,-0.011275228871578283,-0.008075441734515203
2025-04-23,Financials,-0.0083887993814627717,0.0092637093367371626
2025-04-23,Health Care,-0.0034286070428959166,0.014748935194049165
2025-04-23,Industrials,-0.014665906398736469,0.015645553416825591
2025-04-23,Information Technology,-0.011510145968757834,-0.012772263412414596
2025-04-23,Materials,-0.0087225742463369789,-0.01795835193866804
2025-04-23,Real Estate,-0.0080929320805963358,-0.0072471297638335959
2025-04-23,Utilities,-0.001388898465293682,0.059463714600856032
2025-04-24,,0.035638829952515709,-0.028541759021369881
2025-04-24,Communication Services,0.023804997950641948,0.033834471735985749
2025-04-24,Consumer Discretionary,0.018528092608536616,0.0080985225265939771
2025-04-24,Consumer Staples,-0.0043334901238963079,0.045600316005370213
2025-04-24,Energy,0.0055657394529477957,-0.0025097022815674078
2025-04-24,Financials,0.01803434936747746,0.027298058704214624
2025-04-24,Health Care,0.013216076173922365,0.02796501136797153
2025-04-24,Industrials,0.02449997797642291,0.0401455313932485
2025-04-24,Information Technology,0.030943148001301567,0.018170884588886969
2025-04-24,Materials,0.024412501150136819,0.0064541492114687784
2025-04-24,Real Estate,0.0017226695698809164,-0.00552446019395268
2025-04-24,Utilities,0.0050221806596226319,0.064485895260478668
2025-04-25,,0.01459096038752063,-0.013950798633849251
2025-04-25,Communication Services,0.0013160995068654453,0.035150571242851196
2025-04-25,Consumer Discretionary,0.0039089821857563921,0.01200750471235037
2025-04-25,Consumer Staples,-0.007089818363998599,0.038510497641371613
2025-04-25,Energy,0.01010387712462189,0.0075941748430544817
2025-04-25,Financials,-0.0015098102810627515,0.025788248423151871
2025-04-25,Health Care,0.00015275129038019064,0.028117762658351718
2025-04-25,Industrials,0.00057018772357787253,0.040715719116826372
2025-04-25,Information Technology,0.014182898901475373,0.032353783490362345
2025-04-25,Materials,0.0020745667237912118,0.00852871593525999
2025-04-25,Real Estate,-0.0053043734061853521,-0.010828833600138033
2025-04-25,Utilities,-0.0046817190664536169,0.059804176194025047
2025-04-28,,0.0022259074948089833,-0.011724891139040268
2025-04-28,Communication Services,0.002045451527351797,0.037196022770202994
2025-04-28,Consumer Discretionary,0.00055481471724769292,0.012562319429598063
2025-04-28,Consumer Staples,-0.004176182652610219,0.0343343149887614
2025-04-28,Energy,0.0087006705120240488,0.016294845355078531
2025-04-28,Financials,0.0006155837442880451,0.026403832167439915
2025-04-28,Health Care,-0.00020096276669963532,0.027916799891652085
2025-04-28,Industrials,-0.00012516108983098203,0.040590558026995391
2025-04-28,Information Technology,0.0024509647623061695,0.034804748252668515
2025-04-28,Materials,0.0015328637421473028,0.010061579677407293
2025-04-28,Real Estate,0.0077639151707343118,-0.00306491842940372
2025-04-28,Utilities,0.0078848458348174458,0.067689022028842485
2025-04-29,,0.0060174884298808779,-0.00570740270915939
2025-04-29,Communication Services,0.01023171073892214,0.047427733509125131
2025-04-29,Consumer Discretionary,0.010561977622297429,0.02312429705189549
2025-04-29,Consumer Staples,0.01171634683341319,0.046050661822174585
2025-04-29,Energy,0.0069723873689790834,0.023267232724057615
2025-04-29,Financials,0.011308244215535786,0.037712076382975704
2025-04-29,Health Care,0.0091636351116092321,0.037080435003261317
2025-04-29,Industrials,0.0095178598627924868,0.050108417889787878
2025-04-29,Information Technology,0.0083539288883949427,0.043158677141063452
2025-04-29,Materials,0.0071284550550805873,0.017190034732487879
2025-04-29,Real Estate,0.002544135407885225,-0.00052078302151849492
2025-04-29,Utilities,0.0098544477885427247,0.077543469817385219
2025-04-30,,0.023975583791191191,0.0182681810820318
2025-04-30,Communication Services,0.011526323294187549,0.058954056803312685
2025-04-30,Consumer Discretionary,0.017735446591001361,0.040859743642896851
2025-04-30,Consumer Staples,0.0026484348032435098,0.048699096625418097
2025-04-30,Energy,-0.0094287914034847185,0.013838441320572896
2025-04-30,Financials,0.015193039107940176,0.05290511549091588
2025-04-30,Health Care,0.0052075520902032293,0.042287987093464548
2025-04-30,Industrials,0.016210537033396491,0.066318954923184362
2025-04-30,Information Technology,0.026996503862897481,0.07015518100396094
2025-04-30,Materials,0.018096307124397075,0.035286341856884958
2025-04-30,Real Estate,0.010176971774555213,0.0096561887530367176
2025-04-30,Utilities,-0.00361164256355979,0.073931827253825425
2025-05-01,,0.0064277268897746879,0.024695907971806489
2025-05-01,Communication Services,-0.0040996717779788064,0.054854385025333879
2025-05-01,Consumer Discretionary,-0.0015057079780112549,0.0393540356648856
2025-05-01,Consumer Staples,-0.004228470822214829,0.044470625803203268
2025-05-01,Energy,0.012436783686448762,0.026275225007021657
2025-05-01,Financials,0.0013961068579016998,0.054301222348817575
2025-05-01,Health Care,-0.011909517149595995,0.030378469943868551
2025-05-01,Industrials,-0.0016658210929957221,0.064653133830188642
2025-05-01,Information Technology,-0.0074698279271955253,0.062685353076765413
2025-05-01,Materials,-0.00010633852542633562,0.035180003331458619
2025-05-01,Real Estate,0.0024765269521661716,0.01213271570520289
2025-05-01,Utilities,-0.0023505185489196448,0.071581308704905783
2025-05-02,,0.0088417027576660132,0.0335376107294725
2025-05-02,Communication Services,0.0066903098146050442,0.061544694839938921
2025-05-02,Consumer Discretionary,0.0094850244567403191,0.048839060121625914
2025-05-02,Consumer Staples,-0.0023277451771683082,0.042142880626034961
2025-05-02,Energy,0.0054034703468304659,0.031678695353852121
2025-05-02,Financials,0.010770657147572119,0.065071879496389692
2025-05-02,Health Care,-0.0013404039544475037,0.029038065989421047
2025-05-02,Industrials,0.0064424743316393506,0.071095608161828
2025-05-02,Information Technology,0.0086545770560781232,0.071339930132843538
2025-05-02,Materials,0.0028859393561308307,0.038065942687589449
2025-05-02,Real Estate,0.0012899869062092805,0.013422702611412171
2025-05-02,Utilities,0.0031637886145236696,0.074745097319429452
2025-05-05,,0.017700912013402809,0.051238522742875311
2025-05-05,Communication Services,0.014616299585854534,0.076160994425793452
2025-05-05,Consumer Discretionary,0.0033671169417935384,0.052206177063419457
2025-05-05,Consumer Staples,-0.0030581888313727808,0.039084691794662174
2025-05-05,Energy,-0.0016831119959236907,0.029995583357928433
2025-05-05,Financials,0.0056688128159584064,0.0707406923123481
2025-05-05,Health Care,-0.0037817410372941794,0.025256324952126867
2025-05-05,Industrials,0.0051444463716854762,0.076240054533513471
2025-05-05,Information Technology,0.0053899193274003559,0.076729849460243887
2025-05-05,Materials,-0.0042302314249562665,0.033835711262633184
2025-05-05,Real Estate,-0.0023273961876629349,0.011095306423749236
2025-05-05,Utilities,0.00076988336236981478,0.075514980681799265
2025-05-06,,0.027361471979661284,0.078599994722536592
2025-05-06,Communication Services,0.013219345123237551,0.089380339549031
2025-05-06,Consumer Discretionary,0.0010702625978442181,0.053276439661263671
2025-05-06,Consumer Staples,0.0025581192173478669,0.041642811012010048
2025-05-06,Energy,-0.0091295146671469558,0.020866068690781479
2025-05-06,Financials,0.0048009001383307647,0.075541592450678874
2025-05-06,Health Care,-0.014764070347598421,0.010492254604528446
2025-05-06,Industrials,0.00092495794088229125,0.077165012474395764
2025-05-06,Information Technology,0.00803591612663799,0.084765765586881883
2025-05-06,Materials,-0.0011863226960093635,0.032649388566623819
2025-05-06,Real Estate,-0.002434745131001695,0.00866056129274754
2025-05-06,Utilities,0.0081062756956872643,0.083621256377486533
2025-05-07,,0.0050234715578168663,0.083623466280353456
2025-05-07,Communication Services,-0.0048144212498486211,0.084565918299182391
2025-05-07,Consumer Discretionary,0.0022534895304767762,0.055529929191740449
2025-05-07,Consumer Staples,-0.0023106218973224677,0.039332189114687575
2025-05-07,Energy,-0.0036450333074508944,0.017221035383330582
2025-05-07,Financials,0.0034163346866741425,0.078957927137353015
2025-05-07,Health Care,0.0062834819811988379,0.016775736585727286
2025-05-07,Industrials,0.0025697669993938761,0.079734779473789638
2025-05-07,Information Technology,0.013030234539145737,0.097796000126027613
2025-05-07,Materials,-0.0099673140699449558,0.022682074496678865
2025-05-07,Real Estate,0.000704223268651806,0.0093647845613993464
2025-05-07,Utilities,0.00896780138944981,0.092589057766936336
2025-05-08,,-0.026806520093625323,0.05681694618672814
2025-05-08,Communication Services,0.0017667765426723492,0.08633269484185474
2025-05-08,Consumer Discretionary,0.0035790612011297102,0.05910899039287016
2025-05-08,Consumer Staples,0.0040540169247943814,0.043386206039481956
2025-05-08,Energy,0.0052706680015847784,0.022491703384915362
2025-05-08,Financials,0.0048349324437037995,0.083792859581056811
2025-05-08,Health Care,0.0010807609931222063,0.017856497578849492
2025-05-08,Industrials,0.0071333998026095278,0.086868179276399171
2025-05-08,Information Technology,0.0025947302192665875,0.10039073034529421
2025-05-08,Materials,0.0039535368913651558,0.026635611388044021
2025-05-08,Real Estate,-0.0070937534233136111,0.0022710311380857353
2025-05-08,Utilities,-0.009307132486742942,0.0832819252801934
2025-05-09,,-0.0081682830579143557,0.048648663128813781
2025-05-09,Communication Services,-0.0074817943213868936,0.078850900520467837
2025-05-09,Consumer Discretionary,-0.00437943255194395,0.054729557840926209
2025-05-09,Consumer Staples,-0.0015580211674151453,0.041828184872066812
2025-05-09,Energy,-0.00060541941647534612,0.021886283968440015
2025-05-09,Financials,-0.0018177368591345492,0.081975122721922256
2025-05-09,Health Care,-0.0086664393151897647,0.0091900582636597252
2025-05-09,Industrials,-0.002883381772331666,0.0839847975040675
2025-05-09,Information Technology,-0.0071596768452100428,0.093231053500084163
2025-05-09,Materials,0.0014669676952562291,0.028102579083300251
2025-05-09,Real Estate,0.0049258626004527427,0.007196893738538478
2025-05-09,Utilities,-0.0017621775382496473,0.081519747741943746
2025-05-12,,-0.0353412003593761,0.013307462769437681
2025-05-12,Communication Services,-0.003443847638173641,0.0754070528822942
2025-05-12,Consumer Discretionary,0.0031033817335959116,0.057832939574522124
2025-05-12,Consumer Staples,0.0028337652538191435,0.044661950125885953
2025-05-12,Energy,-0.010880024715575524,0.011006259252864491
2025-05-12,Financials,-0.0017457301900157688,0.080229392531906488
2025-05-12,Health Care,0.017470182214553411,0.026660240478213137
2025-05-12,Industrials,0.0021590268693817143,0.08614382437344921
2025-05-12,Information Technology,0.005135248418089277,0.098366301918173443
2025-05-12,Materials,-0.001945259761605863,0.026157319321694388
2025-05-12,Real Estate,-0.0046728414723487977,0.0025240522661896803
2025-05-12,Utilities,-0.0096939800755308676,0.071825767666412882
2025-05-13,,0.014411932293563681,0.027719395063001362
2025-05-13,Communication Services,0.0059887687499912,0.0813958216322854
2025-05-13,Consumer Discretionary,0.0038149082372960063,0.061647847811818125
2025-05-13,Consumer Staples,-0.011089445078080773,0.033572505047805186
2025-05-13,Energy,0.013559238862934945,0.024565498115799438
2025-05-13,Financials,0.003745187020431532,0.08397457955233803
2025-05-13,Health Care,-0.010287036756106099,0.016373203722107037
2025-05-13,Industrials,0.0023559027631883615,0.088499727136637577
2025-05-13,Information Technology,0.018935165200501342,0.11730146711867478
2025-05-13,Materials,-0.0044494956459482839,0.021707823675746103
2025-05-13,Real Estate,-0.01452798377435866,-0.01200393150816898
2025-05-13,Utilities,-0.0010743550284044382,0.070751412638008451
2025-05-14,,0.045597461314586238,0.0733168563775876
2025-05-14,Communication Services,0.0045202837212923314,0.085916105353577729
2025-05-14,Consumer Discretionary,-0.0001708391892151919,0.061477008622602934
2025-05-14,Consumer Staples,-0.0057274282409300655,0.027845076806875119
2025-05-14,Energy,0.0042147463972208614,0.028780244513020296
2025-05-14,Financials,-0.004147942229669287,0.079826637322668731
2025-05-14,Health Care,-0.021982606594571113,-0.0056094028724640753
2025-05-14,Industrials,-0.0047055903998524454,0.083794136736785138
2025-05-14,Information Technology,-0.0029017937486211266,0.11439967337005365
2025-05-14,Materials,-0.0067567389824933861,0.014951084693252717
2025-05-14,Real Estate,-0.0054871247663439982,-0.017491056274512976
2025-05-14,Utilities,-0.0027330653206586349,0.0680183473173498
2025-05-15,,0.010513058229304536,0.083829914606892139
2025-05-15,Communication Services,0.00730329814991539,0.093219403503493115
2025-05-15,Consumer Discretionary,0.0087500297559240034,0.070227038378526938
2025-05-15,Consumer Staples,0.01718189424588365,0.045026971052758769
2025-05-15,Energy,0.015128269715847213,0.043908514228867511
2025-05-15,Financials,0.0068202722423677808,0.086646909565036512
2025-05-15,Health Care,0.015370331140561928,0.0097609282680978515
2025-05-15,Industrials,0.0079850053763461,0.091779142113131235
2025-05-15,Information Technology,0.0058430483587237781,0.12024272172877744
2025-05-15,Materials,0.011040249641543426,0.025991334334796144
2025-05-15,Real Estate,0.013478214229995768,-0.00401284204451721
2025-05-15,Utilities,0.017293891652173893,0.08531223896952371
2025-05-16,,0.0088426957945465651,0.0926726104014387
2025-05-16,Communication Services,0.001917413366703538,0.095136816870196664
2025-05-16,Consumer Discretionary,0.0064664505517753271,0.07669348893030227
2025-05-16,Consumer Staples,0.007815171756069857,0.052842142808828624
2025-05-16,Energy,-0.0045063880057540475,0.039402126223113461
2025-05-16,Financials,0.0080952690756856127,0.094742178640722124
2025-05-16,Health Care,0.014802272110753018,0.024563200378850871
2025-05-16,Industrials,0.0092380825232941978,0.10101722463642543
2025-05-16,Information Technology,0.00299058413489707,0.12323330586367451
2025-05-16,Materials,0.012431568969065223,0.038422903303861368
2025-05-16,Real Estate,0.010630047901394959,0.0066172058568777486
2025-05-16,Utilities,0.012443854150365105,0.097756093119888809
2025-05-19,,0.016563351791466323,0.10923596219290503
2025-05-19,Communication Services,0.0087493712915547254,0.10388618816175138
2025-05-19,Consumer Discretionary,0.0129932864817325,0.089686775412034764
2025-05-19,Consumer Staples,0.0023712922084328158,0.05521343501726144
2025-05-19,Energy,-0.0013800431526647776,0.038022083070448687
2025-05-19,Financials,0.0088238868330575929,0.10356606547377972
2025-05-19,Health Care,0.011014857870340726,0.035578058249191594
2025-05-19,Industrials,0.011274247990136642,0.11229147262656207
2025-05-19,Information Technology,0.012034093476561014,0.13526739934023552
2025-05-19,Materials,0.012059031987306242,0.050481935291167609
2025-05-19,Real Estate,0.0097417205926969459,0.016358926449574696
2025-05-19,Utilities,0.011481334001922543,0.10923742712181135
2025-05-20,,0.00816902502231745,0.11740498721522248
2025-05-20,Communication Services,0.0017427602184115212,0.1056289483801629
2025-05-20,Consumer Discretionary,-0.0050465144697634272,0.084640260942271339
2025-05-20,Consumer Staples,0.0036745973226938572,0.0588880323399553
2025-05-20,Energy,-0.00784396824236555,0.030178114828083136
2025-05-20,Financials,-0.0018375034089554373,0.10172856206482428
2025-05-20,Health Care,0.0059905010593388321,0.041568559308530428
2025-05-20,Industrials,-0.0013635816083791164,0.11092789101818296
2025-05-20,Information Technology,0.0011053466957887904,0.13637274603602431
2025-05-20,Materials,-0.00058211862725434445,0.049899816663913264
2025-05-20,Real Estate,-0.0001253520725840825,0.016233574376990613
2025-05-20,Utilities,0.0026942905079942667,0.11193171762980562
2025-05-21,,-0.014280064871339048,0.10312492234388343
2025-05-21,Communication Services,-0.0050081968681360426,0.10062075151202686
2025-05-21,Consumer Discretionary,-0.013382005660525231,0.0712582552817461
2025-05-21,Consumer Staples,-0.012689508494583153,0.046198523845372146
2025-05-21,Energy,-0.016190784770333446,0.01398733005774969
2025-05-21,Financials,-0.017570114860589726,0.084158447204234557
2025-05-21,Health Care,-0.019536407865505274,0.022032151443025155
2025-05-21,Industrials,-0.012965728974201977,0.097962162043980977
2025-05-21,Information Technology,-0.010888209180279161,0.12548453685574515
2025-05-21,Materials,-0.0077235220640241888,0.042176294599889072
2025-05-21,Real Estate,-0.023986587547372311,-0.0077530131703816988
2025-05-21,Utilities,-0.016011845955905945,0.095919871673899676
2025-05-22,,0.00070449474149197238,0.10382941708537539
2025-05-22,Communication Services,-0.0071341454877846856,0.093486606024242178
2025-05-22,Consumer Discretionary,0.005115066532919859,0.076373321814665968
2025-05-22,Consumer Staples,-0.0019143158793097892,0.044284207966062354
2025-05-22,Energy,0.0015832043321548832,0.015570534389904573
2025-05-22,Financials,0.00077971639829641436,0.084938163602530981
2025-05-22,Health Care,0.0002483252072366427,0.022280476650261796
2025-05-22,Industrials,0.0035632041155408785,0.10152536615952186
2025-05-22,Information Technology,-0.0030295805813379791,0.12245495627440717
2025-05-22,Materials,0.0017387108093510815,0.043915005409240156
2025-05-22,Real Estate,-0.0051355900452200228,-0.012888603215601722
2025-05-22,Utilities,-0.0059761098495425356,0.089943761824357135
2025-05-23,,0.0100438699522039,0.1138732870375793
2025-05-23,Communication Services,0.00755071059098043,0.10103731661522261
2025-05-23,Consumer Discretionary,0.011062767372858124,0.087436089187524088
2025-05-23,Consumer Staples,0.003093296311528011,0.047377504277590368
2025-05-23,Energy,0.014626336042376174,0.030196870432280747
2025-05-23,Financials,0.010974406225130602,0.095912569827661581
2025-05-23,Health Care,0.0038626435129058851,0.026143120163167683
