date,gics_sector,avg_daily_return,cumulative_return
2025-01-15,Communication Services,-0.0057825652345312234,-0.021452710904976257
2025-01-15,Consumer Discretionary,-0.0090408412654735728,-0.031099491055118073
2025-01-15,Consumer Staples,-0.013410062606784725,-0.049967387506786531
2025-01-15,Energy,0.0078442529284344226,0.044842925519061431
2025-01-15,Financials,0.000813991603309875,-0.00616325312095052
2025-01-15,Health Care,-0.0049872740742509082,0.013581635241320391
2025-01-15,Industrials,-0.0088361997834036747,0.0077227212887771412
2025-01-15,Information Technology,-0.0017141943714402458,-0.0072358225340632739
2025-01-15,Materials,-0.0034516800021463898,0.013222489167100579
2025-01-15,Real Estate,-0.02014872193071305,-0.030665954534058137
2025-01-15,Utilities,-0.0030410163707105,-0.023509318731405059
2025-01-16,,0.0021409349903608113,0.021802252235169513
2025-01-16,Communication Services,-0.0055588605610466975,-0.027011571466022954
2025-01-16,Consumer Discretionary,0.005730829372140484,-0.025368661682977588
2025-01-16,Consumer Staples,0.013507901493752243,-0.036459486013034288
2025-01-16,Energy,0.013854988344970436,0.058697913864031864
2025-01-16,Financials,0.0090503560823195547,0.0028871029613690346
2025-01-16,Health Care,0.010549605954454347,0.024131241195774738
2025-01-16,Industrials,0.00851104244061631,0.016233763729393454
2025-01-16,Information Technology,-0.0049326215084066812,-0.012168444042469955
2025-01-16,Materials,0.0047484666417094258,0.017970955808810005
2025-01-16,Real Estate,0.01498238266244336,-0.015683571871614777
2025-01-16,Utilities,0.024705452983724393,0.0011961342523193349
2025-01-17,,0.011773040168353233,0.033575292403522743
2025-01-17,Communication Services,-0.0041956669808315729,-0.031207238446854527
2025-01-17,Consumer Discretionary,-0.0026346915732529627,-0.028003353256230552
2025-01-17,Consumer Staples,0.0001544133681824575,-0.036305072644851825
2025-01-17,Energy,0.0034670824193433051,0.062164996283375171
2025-01-17,Financials,0.0017814179420396461,0.004668520903408681
2025-01-17,Health Care,-0.0038324214852612729,0.020298819710513467
2025-01-17,Industrials,-0.0031860808820808719,0.013047682847312581
2025-01-17,Information Technology,-0.0064033732246215882,-0.018571817267091544
2025-01-17,Materials,0.0023383235379265468,0.020309279346736552
2025-01-17,Real Estate,-0.0034536647138509197,-0.0191372365854657
2025-01-17,Utilities,0.0024908338894125527,0.0036869681417318876
2025-01-21,,0.022164515038190769,0.055739807441713515
2025-01-21,Communication Services,0.00469241548945694,-0.026514822957397589
2025-01-21,Consumer Discretionary,0.0031209327586258222,-0.024882420497604731
2025-01-21,Consumer Staples,0.003433793607198326,-0.0328712790376535
2025-01-21,Energy,-0.00072464951038160412,0.061440346772993565
2025-01-21,Financials,0.0030494167557126727,0.0077179376591213532
2025-01-21,Health Care,0.010388883675117744,0.030687703385631211
2025-01-21,Industrials,0.010536872899163031,0.023584555746475611
2025-01-21,Information Technology,0.0084999768377021414,-0.010071840429389403
2025-01-21,Materials,0.0014942970310013958,0.021803576377737947
2025-01-21,Real Estate,0.0089915476755476,-0.010145688909918099
2025-01-21,Utilities,0.0044811239966673008,0.008168092138399188
2025-01-22,,-0.00037706000667411333,0.055362747435039404
2025-01-22,Communication Services,-0.0025640560924474515,-0.02907887904984504
2025-01-22,Consumer Discretionary,-0.0043794019400949166,-0.029261822437699647
2025-01-22,Consumer Staples,-0.010972019080312447,-0.043843298117965945
2025-01-22,Energy,-0.014821352860256414,0.046618993912737154
2025-01-22,Financials,-0.0048907770967054247,0.0028271605624159285
2025-01-22,Health Care,0.0039971641437340794,0.034684867529365289
2025-01-22,Industrials,-0.00578337644000567,0.017801179306469943
2025-01-22,Information Technology,0.0065842600046822916,-0.0034875804247071103
2025-01-22,Materials,-0.0075517523233858191,0.014251824054352128
2025-01-22,Real Estate,-0.012376698946927155,-0.022522387856845252
2025-01-22,Utilities,-0.0249366990105631,-0.016768606872163909
2025-01-23,,0.020810928952716131,0.076173676387755532
2025-01-23,Communication Services,0.0088003350454501934,-0.020278544004394845
2025-01-23,Consumer Discretionary,0.010463017171120517,-0.018798805266579129
2025-01-23,Consumer Staples,0.003968540805731312,-0.039874757312234638
2025-01-23,Energy,-0.0039121486498215575,0.0427068452629156
2025-01-23,Financials,0.0031299703868510535,0.0059571309492669824
2025-01-23,Health Care,0.006869278307502346,0.041554145836867638
2025-01-23,Industrials,-2.037554134432609e-06,0.017799141752335511
2025-01-23,Information Technology,0.011199683439310418,0.0077121030146033078
2025-01-23,Materials,0.00705017550577621,0.021301999560128338
2025-01-23,Real Estate,0.0031593408150925469,-0.019363047041752707
2025-01-23,Utilities,-0.0023317054784822914,-0.0191003123506462
2025-01-24,,-0.035792399334866817,0.040381277052888714
2025-01-24,Communication Services,0.00647054463798122,-0.013807999366413626
2025-01-24,Consumer Discretionary,-0.0054253097911038271,-0.024224115057682957
2025-01-24,Consumer Staples,0.00657442672073793,-0.033300330591496709
2025-01-24,Energy,-0.010583267518629225,0.032123577744286369
2025-01-24,Financials,0.0077871156652441756,0.013744246614511157
2025-01-24,Health Care,0.004102427708717154,0.045656573545584792
2025-01-24,Industrials,-0.0023007266664370539,0.015498415085898455
2025-01-24,Information Technology,-0.00937925013832894,-0.0016671471237256329
2025-01-24,Materials,-0.0080704551173805348,0.013231544442747803
2025-01-24,Real Estate,0.0062664839039734861,-0.013096563137779221
2025-01-24,Utilities,0.00888552125188602,-0.010214791098760183
2025-01-27,,-0.069275585576913282,-0.028894308524024567
2025-01-27,Communication Services,0.017305508291094712,0.0034975089246810859
2025-01-27,Consumer Discretionary,0.016262181457676352,-0.0079619336000066043
2025-01-27,Consumer Staples,0.013963086704714725,-0.019337243886781982
2025-01-27,Energy,-0.017315577554666547,0.014808000189619823
2025-01-27,Financials,0.011124535445915008,0.024868782060426167
2025-01-27,Health Care,0.011913909931812834,0.05757048347739762
2025-01-27,Industrials,0.002796509083971453,0.018294924169869907
2025-01-27,Information Technology,-0.0070603994547538493,-0.0087275465784794823
2025-01-27,Materials,0.002121175711608476,0.01535272015435628
2025-01-27,Real Estate,0.0140180779179956,0.0009215147802163798
2025-01-27,Utilities,0.00087389820681069413,-0.0093408928919494882
2025-01-28,,0.0036960244195575736,-0.025198284104466992
2025-01-28,Communication Services,0.001503258371042741,0.0050007672957238271
2025-01-28,Consumer Discretionary,0.0040450805282804467,-0.0039168530717261568
2025-01-28,Consumer Staples,-0.014883763817652168,-0.034221007704434148
2025-01-28,Energy,-0.008263687351935313,0.0065443128376845112
2025-01-28,Financials,8.6877012689150148e-05,0.024955659073115314
2025-01-28,Health Care,-0.0065108287499725023,0.051059654727425123
2025-01-28,Industrials,-0.0085421773952990745,0.0097527467745708342
2025-01-28,Information Technology,0.0063163834353374545,-0.0024111631431420278
2025-01-28,Materials,-0.0022050391368910079,0.013147681017465272
2025-01-28,Real Estate,-0.01031459848050874,-0.00939308370029236
2025-01-28,Utilities,-0.013692750225425973,-0.023033643117375463
2025-01-29,,0.0041616834077154267,-0.021036600696751565
2025-01-29,Communication Services,-0.0011973553410499257,0.0038034119546739012
2025-01-29,Consumer Discretionary,-0.0010987794018651282,-0.005015632473591285
2025-01-29,Consumer Staples,-0.0012391811953457595,-0.035460188899779907
2025-01-29,Energy,0.0030005929263673238,0.0095449057640518351
2025-01-29,Financials,0.0028330981319268662,0.027788757205042182
2025-01-29,Health Care,-0.0054485180327711125,0.045611136694654011
2025-01-29,Industrials,-0.0053466032297075222,0.004406143544863312
2025-01-29,Information Technology,-0.0081106169097656319,-0.010521780052907661
2025-01-29,Materials,0.00043483872562063693,0.013582519743085908
2025-01-29,Real Estate,-0.014380070591161916,-0.023773154291454275
2025-01-29,Utilities,-0.0011014427618846251,-0.024135085879260085
2025-01-30,,0.0026403447544236305,-0.018396255942327935
2025-01-30,Communication Services,-0.0071153899822912611,-0.0033119780276173604
2025-01-30,Consumer Discretionary,0.005984520761702296,0.00096888828811101074
2025-01-30,Consumer Staples,0.0041813036967877949,-0.031278885202992115
2025-01-30,Energy,-0.0058053827489963168,0.0037395230150555178
2025-01-30,Financials,0.0013952776435779371,0.02918403484862012
2025-01-30,Health Care,0.0051854783194509989,0.050796615014105005
2025-01-30,Industrials,0.010459438531417859,0.014865582076281171
2025-01-30,Information Technology,0.0040451123461029423,-0.0064766677068047174
2025-01-30,Materials,0.0046299214320307917,0.018212441175116702
2025-01-30,Real Estate,2.5781623007534033e-05,-0.023747372668446742
2025-01-30,Utilities,0.0053876747432237415,-0.018747411136036344
2025-01-31,,-0.0033546256851863182,-0.021750881627514256
2025-01-31,Communication Services,-0.0044872751408725218,-0.0077992531684898817
2025-01-31,Consumer Discretionary,-0.01313163826137145,-0.01216274997326044
2025-01-31,Consumer Staples,-0.0025420956060830859,-0.033820980809075196
2025-01-31,Energy,-0.024323747027283658,-0.02058422401222814
2025-01-31,Financials,-0.0041673010609635094,0.025016733787656609
2025-01-31,Health Care,-0.0065866101858469989,0.044210004828258008
2025-01-31,Industrials,-0.0069944695148156117,0.00787111256146556
2025-01-31,Information Technology,-0.00562498526353854,-0.012101652970343258
2025-01-31,Materials,-0.0066043673624253,0.0116080738126914
2025-01-31,Real Estate,0.003129711260981259,-0.020617661407465484
2025-01-31,Utilities,-0.0041707600964244933,-0.02291817123246084
2025-02-03,,0.037394366863452017,0.015643485235937761
2025-02-03,Communication Services,0.013157401600959111,0.00535814843246923
2025-02-03,Consumer Discretionary,0.012580118967443649,0.00041736899418320992
2025-02-03,Consumer Staples,0.0053895459646730271,-0.028431434844402172
2025-02-03,Energy,0.0075462189473968228,-0.013038005064831317
2025-02-03,Financials,0.0086734671308513842,0.033690200918507995
2025-02-03,Health Care,0.0047546255630938825,0.04896463039135189
2025-02-03,Industrials,0.0052065673379399907,0.01307767989940555
2025-02-03,Information Technology,0.0090229678947553772,-0.00307868507558788
2025-02-03,Materials,0.0064303965962445031,0.018038470408935903
2025-02-03,Real Estate,0.0050896069979764523,-0.015528054409489031
2025-02-03,Utilities,0.015941415418119959,-0.0069767558143408789
2025-02-04,,-0.00056850932442379038,0.015074975911513973
2025-02-04,Communication Services,0.0021284897729225683,0.0074866382053917976
2025-02-04,Consumer Discretionary,0.0069040589179522457,0.0073214279121354559
2025-02-04,Consumer Staples,-0.010378598237777542,-0.038810033082179715
2025-02-04,Energy,0.025042945918118256,0.012004940853286938
2025-02-04,Financials,-0.0020835647310838042,0.031606636187424188
2025-02-04,Health Care,0.00710444367549572,0.056069074066847614
2025-02-04,Industrials,-0.00074646230319827609,0.012331217596207273
2025-02-04,Information Technology,0.0084270234670195971,0.0053483383914317171
2025-02-04,Materials,0.0024218222560421941,0.0204602926649781
2025-02-04,Real Estate,0.0068647504707534564,-0.0086633039387355743
2025-02-04,Utilities,0.00035974363105630784,-0.0066170121832845709
2025-02-05,,0.027434665853896638,0.042509641765410611
2025-02-05,Communication Services,0.0030245518547256083,0.010511190060117406
2025-02-05,Consumer Discretionary,-0.001828969023061722,0.0054924588890737334
2025-02-05,Consumer Staples,0.00091564406348870547,-0.037894389018691008
2025-02-05,Energy,0.002574977263789276,0.014579918117076214
2025-02-05,Financials,0.0037524193594216234,0.035359055546845812
2025-02-05,Health Care,0.0039965007879636414,0.060065574854811253
2025-02-05,Industrials,-0.0030864803832578451,0.0092447372129494283
2025-02-05,Information Technology,0.011964702567798127,0.017313040959229843
2025-02-05,Materials,0.0025837110852017244,0.023044003750179821
2025-02-05,Real Estate,0.0059531495474211263,-0.0027101543913144485
2025-02-05,Utilities,0.0014062751163959135,-0.0052107370668886578
2025-02-06,,-0.0023753936825038008,0.040134248082906811
2025-02-06,Communication Services,-0.0041288521214663636,0.0063823379386510424
2025-02-06,Consumer Discretionary,-0.0039312857279956773,0.0015611731610780564
2025-02-06,Consumer Staples,-0.011338218970977787,-0.049232607989668796
2025-02-06,Energy,-0.028046078594900634,-0.01346616047782442
2025-02-06,Financials,-0.0013684439574058462,0.033990611589439966
2025-02-06,Health Care,-0.012715887940234859,0.047349686914576396
2025-02-06,Industrials,0.00024934797665009638,0.0094940851895995246
2025-02-06,Information Technology,0.0023890139717537427,0.019702054930983585
2025-02-06,Materials,-0.0059403894759274831,0.017103614274252339
2025-02-06,Real Estate,-0.001746803192232379,-0.0044569575835468273
2025-02-06,Utilities,-0.0023083104590461028,-0.00751904752593476
2025-02-07,,-0.015878558287042953,0.024255689795863858
2025-02-07,Communication Services,-0.00407360369659451,0.002308734242056533
2025-02-07,Consumer Discretionary,-0.012152029682141276,-0.01059085652106322
2025-02-07,Consumer Staples,-0.001797348245160907,-0.051029956234829706
2025-02-07,Energy,-0.0061066320997376477,-0.019572792577562066
2025-02-07,Financials,-0.0059213767114713618,0.028069234877968606
2025-02-07,Health Care,-0.010865188397560038,0.036484498517016357
2025-02-07,Industrials,-0.0075010115531311487,0.001993073636468376
2025-02-07,Information Technology,-0.011092239556226393,0.0086098153747571939
2025-02-07,Materials,-0.010681021877670966,0.0064225923965813732
2025-02-07,Real Estate,-0.0047767835775709951,-0.0092337411611178224
2025-02-07,Utilities,-0.0022272616675045884,-0.00974630919343935
2025-02-10,,-0.011678498474074882,0.012577191321788974
2025-02-10,Communication Services,-0.0010514715800877437,0.0012572626619687891
2025-02-10,Consumer Discretionary,-0.0043107010681850844,-0.014901557589248304
2025-02-10,Consumer Staples,0.0016322764423440383,-0.049397679792485667
2025-02-10,Energy,0.016354307165735524,-0.003218485411826543
2025-02-10,Financials,-0.010799727823353906,0.017269507054614698
2025-02-10,Health Care,-0.005581347068746861,0.030903151448269495
2025-02-10,Industrials,0.0015710013848179874,0.0035640750212863636
2025-02-10,Information Technology,0.004316500380604063,0.012926315755361257
2025-02-10,Materials,-0.0057920366315847259,0.00063055576499664707
2025-02-10,Real Estate,-0.0033437139956669706,-0.012577455156784793
2025-02-10,Utilities,0.0072219186102791917,-0.0025243905831601569
2025-02-11,,-0.015048446483676078,-0.0024712551618871047
2025-02-11,Communication Services,0.0092104860663737333,0.010467748728342522
2025-02-11,Consumer Discretionary,0.002707866567876581,-0.012193691021371723
2025-02-11,Consumer Staples,0.010317674450695128,-0.039080005341790534
2025-02-11,Energy,0.0018022503844911911,-0.0014162350273353519
2025-02-11,Financials,-1.1631642646976607e-05,0.017257875411967723
2025-02-11,Health Care,-0.0017881763768302331,0.029114975071439262
2025-02-11,Industrials,0.0013167904356006141,0.0048808654568869778
2025-02-11,Information Technology,0.0016403084754365242,0.01456662423079778
2025-02-11,Materials,0.0029517141182315823,0.0035822698832282296
2025-02-11,Real Estate,0.010228651665272256,-0.0023488034915125373
2025-02-11,Utilities,0.010354348856142203,0.0078299582729820464
2025-02-12,,0.020050481364124004,0.0175792262022369
2025-02-12,Communication Services,0.010794711925060527,0.021262460653403051
2025-02-12,Consumer Discretionary,0.011235716406252256,-0.00095797461511946719
2025-02-12,Consumer Staples,0.005509354104135048,-0.033570651237655486
2025-02-12,Energy,-0.016535315109433624,-0.017951550136768975
2025-02-12,Financials,0.0029581591060102688,0.020216034517977991
2025-02-12,Health Care,-0.00063444070400439244,0.028480534367434869
2025-02-12,Industrials,0.006463491353252815,0.011344356810139792
2025-02-12,Information Technology,0.0098090028665033281,0.024375627097301109
2025-02-12,Materials,0.00601131701471057,0.0095935868979388
2025-02-12,Real Estate,0.0098078194467796052,0.007459015955267068
2025-02-12,Utilities,0.014888906423454041,0.022718864696436088
2025-02-13,,-0.011202358951485782,0.0063768672507511174
2025-02-13,Communication Services,0.0091025432366986635,0.030365003890101713
2025-02-13,Consumer Discretionary,0.0043553599093261574,0.0033973852942066904
2025-02-13,Consumer Staples,0.00926513930198024,-0.024305511935675247
2025-02-13,Energy,0.010970162811337107,-0.0069813873254318684
2025-02-13,Financials,0.0045602179652798,0.02477625248325779
2025-02-13,Health Care,0.0019733687539399995,0.030453903121374869
2025-02-13,Industrials,-0.00078744863741504441,0.010556908172724748
2025-02-13,Information Technology,0.008782366752976398,0.033157993850277505
2025-02-13,Materials,0.00931428121914523,0.018907868117084031
2025-02-13,Real Estate,0.010112264666153996,0.017571280621421062
2025-02-13,Utilities,0.0056746005609845532,0.02839346525742064
2025-02-14,,-0.0072204283032088539,-0.00084356105245773656
2025-02-14,Communication Services,0.0043038334129284024,0.034668837303030116
2025-02-14,Consumer Discretionary,-0.0010657098928629791,0.0023316754013437114
2025-02-14,Consumer Staples,-0.0080597255789495916,-0.032365237514624841
2025-02-14,Energy,0.0011752730074183417,-0.0058061143180135272
2025-02-14,Financials,-0.0024195083317204913,0.022356744151537298
2025-02-14,Health Care,-0.0082757648390974,0.022178138282277469
2025-02-14,Industrials,-0.0036885984317446691,0.0068683097409800789
2025-02-14,Information Technology,0.00246817200716135,0.035626165857438857
2025-02-14,Materials,-0.0034576363153930507,0.015450231801690979
2025-02-14,Real Estate,-0.010074701721791583,0.0074965788996294806
2025-02-14,Utilities,-0.0062143098085700732,0.022179155448850567
2025-02-18,,0.0071601396630711564,0.00631657861061342
2025-02-18,Communication Services,0.00087399617611698855,0.035542833479147107
2025-02-18,Consumer Discretionary,-0.00090449161260113312,0.001427183788742578
2025-02-18,Consumer Staples,0.0099372022712260217,-0.022428035243398817
2025-02-18,Energy,0.0083212397204996888,0.002515125402486162
2025-02-18,Financials,0.0041515516992459327,0.026508295850783233
2025-02-18,Health Care,0.0045793381019822721,0.026757476384259741
2025-02-18,Industrials,0.0019030945310925525,0.0087714042720726318
2025-02-18,Information Technology,0.010590873396698211,0.046217039254137067
2025-02-18,Materials,0.0089591958911401162,0.024409427692831095
2025-02-18,Real Estate,0.0063355439731768012,0.013832122872806281
2025-02-18,Utilities,0.0080662503795365121,0.030245405828387081
2025-02-19,,-0.009738691406034429,-0.0034221127954210092
2025-02-19,Communication Services,0.0023294724005640758,0.037872305879711181
2025-02-19,Consumer Discretionary,0.0043946045500982082,0.0058217883388407866
2025-02-19,Consumer Staples,0.0076150976245630527,-0.014812937618835766
2025-02-19,Energy,0.0049719087054310076,0.00748703410791717
2025-02-19,Financials,0.0030675461891937024,0.029575842039976933
2025-02-19,Health Care,0.010553135524330128,0.03731061190858987
2025-02-19,Industrials,0.003526664834629377,0.012298069106702008
2025-02-19,Information Technology,0.0038254073634111374,0.050042446617548204
2025-02-19,Materials,0.0035800973631873894,0.027989525056018486
2025-02-19,Real Estate,0.0049583736883871913,0.018790496561193474
2025-02-19,Utilities,0.0060923309988846364,0.036337736827271719
2025-02-20,,-0.00948085615152501,-0.012902968946946021
2025-02-20,Communication Services,-0.0049091109673826214,0.032963194912328561
2025-02-20,Consumer Discretionary,-0.0034769134463822362,0.00234487489245855
2025-02-20,Consumer Staples,0.012005747854463754,-0.0028071897643720122
2025-02-20,Energy,0.0080566437659773619,0.015543677873894532
2025-02-20,Financials,-0.010120420139123046,0.019455421900853889
2025-02-20,Health Care,0.0024794942023537241,0.039790106110943593
2025-02-20,Industrials,-0.0040801246955190018,0.0082179444111830074
2025-02-20,Information Technology,-0.00707675857901124,0.042965688038536967
2025-02-20,Materials,-0.00419634214414764,0.023793182911870846
2025-02-20,Real Estate,0.0088121860886098552,0.027602682649803329
2025-02-20,Utilities,0.0031774452805105784,0.039515182107782293
2025-02-21,,-0.0492747478775281,-0.062177716824474122
2025-02-21,Communication Services,-0.016365247758995241,0.016597947153333317
2025-02-21,Consumer Discretionary,-0.02836863708463257,-0.026023762192174022
2025-02-21,Consumer Staples,0.017403873773355075,0.014596684008983063
2025-02-21,Energy,-0.0206487794214492,-0.00510510154755467
2025-02-21,Financials,-0.01851428302910102,0.00094113887175286868
2025-02-21,Health Care,0.0033914318506044739,0.043181537961548062
2025-02-21,Industrials,-0.024070694340701627,-0.015852749929518621
2025-02-21,Information Technology,-0.031745866163188523,0.011219821875348443
2025-02-21,Materials,-0.019764919324472597,0.0040282635873982479
2025-02-21,Real Estate,-0.0070288349602644516,0.020573847689538877
2025-02-21,Utilities,0.0044178899878792284,0.043933072095661524
2025-02-24,,-0.023228900278055818,-0.085406617102529933
2025-02-24,Communication Services,0.0043928003014082149,0.020990747454741533
2025-02-24,Consumer Discretionary,-0.0034812169977543272,-0.029504979189928348
2025-02-24,Consumer Staples,0.010347642134244786,0.024944326143227849
2025-02-24,Energy,-0.0046568727407412733,-0.0097619742882959423
2025-02-24,Financials,-0.0036568763410956312,-0.0027157374693427628
2025-02-24,Health Care,0.00952127812802763,0.052702816089575694
2025-02-24,Industrials,-0.00782528089937776,-0.023678030828896381
2025-02-24,Information Technology,-0.014369356404548258,-0.0031495345291998149
2025-02-24,Materials,-0.0052837930245136977,-0.0012555294371154495
2025-02-24,Real Estate,0.0044585501488222405,0.025032397838361118
2025-02-24,Utilities,-0.0039249854759269183,0.0400080866197346
2025-02-25,,-0.0062458908197146334,-0.091652507922244567
2025-02-25,Communication Services,-0.015483994360699993,0.0055067530940415381
2025-02-25,Consumer Discretionary,0.0054050729079131643,-0.024099906282015183
2025-02-25,Consumer Staples,0.0065690756927066964,0.031513401835934547
2025-02-25,Energy,-0.014704150771441316,-0.024466125059737259
2025-02-25,Financials,-0.0066719877636378837,-0.0093877252329806465
2025-02-25,Health Care,0.0036580686912086207,0.056360884780784319
2025-02-25,Industrials,0.0055147850725716062,-0.018163245756324775
2025-02-25,Information Technology,-0.0096710014999754571,-0.012820536029175272
2025-02-25,Materials,0.00027236884233337372,-0.00098316059478207587
2025-02-25,Real Estate,0.0061938974999340554,0.031226295338295171
2025-02-25,Utilities,0.0021756596293266584,0.042183746249061266
2025-02-26,,-0.00023912324350448995,-0.091891631165749055
